序号,单词,来源,释义,词源,例句
5757,inevitably,超纲词,adv. 不可避免地,源自拉丁语 inevitabilis，由 in-（不）+ evitabilis（可避免的）构成，意为不可避免地。,"1. Inevitably, there will be some mistakes in such a large project.（不可避免地，如此庞大的项目总会出现一些错误。）
2. If you don't study, you will inevitably fail the exam.（如果你不学习，考试必然会不及格。）
3. Change is an inevitably part of life.（变化是生活中不可避免的一部分。）"
5758,inexorable,超纲词,"adj. 不可阻挡的,无法改变的",由前缀in-(不) + ex-(向外) + orare(祈祷)组成，字面意为“无法通过祈祷改变的”，引申为不可阻挡的。,"1. The inexorable progress of technology is changing our lives.（科技不可阻挡的进步正在改变我们的生活。）
2. He was faced with the inexorable logic of the facts.（他面对着事实那无法辩驳的逻辑。）
3. Time is an inexorable force that waits for no one.（时间是一种不可抗拒的力量，不等待任何人。）"
5759,inexpressible,超纲词,"adj. 难以言传的,无法形容的",由前缀in-(不) + express(表达) + -ible(可……的)组成，意为“无法用语言表达的”。,"1. She felt an inexpressible joy at the news.（听到这个消息，她感到一种难以言表的喜悦。）
2. There was an inexpressible sadness in his eyes.（他的眼中流露出一种无法形容的悲伤。）
3. The beauty of the sunset was inexpressible.（日落的美景是无法用言语来形容的。）"
5760,infancy,超纲词,"n. 婴儿期,幼年;初期,未发达阶段",源自拉丁语infantia，由in-(不) + fari(说话)组成，指“还不会说话的婴儿时期”，引申为初期。,"1. The project is still in its infancy.（该项目仍处于起步阶段。）
2. He has been interested in music since his infancy.（他从婴儿时期起就对音乐感兴趣。）
3. The industry is in its infancy and has great potential.（这个行业尚处于萌芽期，潜力巨大。）"
5761,inferiority,超纲词,"n. 低等,劣等,劣势",源自拉丁语inferior(较低的)，由infra(在下方)演变而来，指地位或质量较低。,"1. He suffered from a deep sense of inferiority.（他深受自卑感的困扰。）
2. The team's defeat was due to their inferiority in skill.（该队的失败是因为他们在技术上的劣势。）
3. We should not feel a sense of inferiority when facing challenges.（面对挑战时，我们不应感到自卑。）"
5762,infirm,超纲词,"adj. (身体上)虚弱的,(心理上)脆弱的",由前缀in-(不) + firm(坚固的)组成，指身体或意志不坚固，即虚弱的。,"1. He is too infirm to travel alone.（他身体太虚弱，无法独自旅行。）
2. The infirm elderly need special care.（体弱的老年人需要特别的照顾。）
3. His infirm resolve led to his failure.（他那不坚定的决心导致了他的失败。）"
5763,inflate,超纲词,"v. 使充气,使膨胀",由前缀in-(进入) + flare(吹气)组成，原意为“充气”，引申为膨胀或物价上涨。,"1. The company inflated its profits to attract investors.（该公司夸大了利润以吸引投资者。）
2. Rising costs have inflated the price of goods.（成本上升推高了商品价格。）
3. He inflated the balloon with air.（他给气球充了气。）"
5764,info,超纲词,"n. (口)消息,资料",information的缩写，源自inform(通知/告知)，指获取的信息。,"1. Can you give me some info about the conference?（你能给我一些关于会议的信息吗？）
2. I need more info before making a decision.（在做决定之前，我需要更多信息。）
3. Check the website for further info.（查看网站以获取进一步信息。）"
5765,informal,超纲词,"adj. 非正式的(言行),轻松随意的,非正规的,休闲的",由前缀in-(不) + formal(正式的)组成，指非正式的、随意的。,"1. They had an informal chat over coffee.（他们喝着咖啡进行了非正式的交谈。）
2. The dress code for the party is informal.（聚会的着装要求是非正式的。）
3. He prefers an informal style of teaching.（他更喜欢非正式的教学风格。）"
5766,informality,超纲词,n. 非正式;不拘礼节,由informal(非正式的) + -ity(名词后缀)组成，指非正式的状态或作风。,"1. The informality of the meeting made everyone feel relaxed.（会议的非正式氛围让每个人都感到放松。）
2. He was known for his informality and kindness.（他以随和和善良而闻名。）
3. The informality of the setting surprised the guests.（环境的随意性让客人们感到惊讶。）"
5767,infuse,超纲词,v. 注入(某种特性);泡(茶);泡制(草药),由前缀in-(进入) + fundere(流/倒)组成，意为“注入”或“灌输”。,"1. The coach tried to infuse the team with confidence.（教练试图给球队注入信心。）
2. Her speech infused new life into the movement.（她的演讲为这场运动注入了新的活力。）
3. Infuse the tea leaves in hot water for five minutes.（将茶叶在热水中浸泡五分钟。）"
5768,ingenuity,超纲词,"n. 心灵手巧,足智多谋;独创性",源自拉丁语 ingenuus（天生的、纯朴的），引申为天生的才智、独创性。,"1. The problem was solved with great ingenuity.（这个问题被极具独创性地解决了。）
2. I was impressed by the ingenuity of the design.（我对这个设计的巧妙之处印象深刻。）
3. It took a lot of ingenuity to fix the broken machine.（修理这台坏掉的机器需要极大的智慧。）"
5769,inherently,超纲词,"adv. 天性地,固有地",由 inherent（固有的）演变而来，in-（进入）+ haerere（粘附），即粘在里面，指本质上固有的。,"1. Firefighting is an inherently dangerous occupation.（消防是一项本质上危险的职业。）
2. The system is inherently flawed.（这个系统本质上是有缺陷的。）
3. Some people believe that humans are inherently good.（有些人认为人类本质上是善良的。）"
5770,inherited,超纲词,"adj. 继承的,通过继承取得的",源自拉丁语 inhereditare（继承），in-（进入）+ heres（继承人），指通过血缘或法律获得。,"1. She inherited a large fortune from her grandmother.（她从祖母那里继承了一大笔财产。）
2. He inherited his father's blue eyes.（他遗传了他父亲的蓝眼睛。）
3. The new government inherited a difficult economic situation.（新政府接手了一个困难的经济局面。）"
5771,inhuman,超纲词,"adj. 冷酷无情的,非人的,(似非人为而)恐怖的",in-（否定前缀）+ human（人类的），指缺乏人性、残忍的。,"1. The prisoners were treated with inhuman cruelty.（囚犯们受到了非人的残忍对待。）
2. It is inhuman to leave a child alone in the dark.（把孩子独自留在黑暗中是不近人情的。）
3. The conditions in the factory were described as inhuman.（工厂里的条件被描述为非人的。）"
5772,initiation,超纲词,"n. (常指通过特别仪式的)入会;介绍某人初试某活动(或技艺);开始,创始,发起",源自拉丁语 initium（开始），in-（进入）+ ire（走），指进入某事物的开始阶段或入会仪式。,"1. The initiation of the project was delayed by funding issues.（该项目的启动因资金问题而推迟。）
2. He went through a difficult initiation into the club.（他经历了艰难的入会仪式才加入俱乐部。）
3. The initiation of talks between the two countries is a positive step.（两国之间会谈的开启是一个积极的步骤。）"
5773,initiator,超纲词,"n. 发起人,创始人",源自动词 initiate（开始），指发起者、创始人。,"1. She was the initiator of the new environmental campaign.（她是这项新环保运动的发起者。）
2. The initiator of the plan refused to comment.（该计划的发起人拒绝置评。）
3. He acted as the initiator of the peace negotiations.（他担任了和平谈判的发起人。）"
5774,injurious,超纲词,adj. 有害的,源自拉丁语 injuria（伤害、不公正），in-（不）+ jus（法律/正义），指造成伤害的。,"1. Smoking is injurious to your health.（吸烟对你的健康有害。）
2. The report contained injurious remarks about his character.（这份报告包含了对他名誉有损的言论。）
3. Such policies are injurious to the national economy.（此类政策对国民经济是有害的。）"
5775,innate,超纲词,"adj. 与生俱来的,天生的,固有的",源自拉丁语 innatus，in-（进入）+ nasci（出生），指天生的、与生俱来的。,"1. She has an innate talent for music.（她有与生俱来的音乐天赋。）
2. Humans have an innate desire to communicate.（人类有一种与生俱来的交流欲望。）
3. The ability to learn language is innate in children.（学习语言的能力在儿童身上是天生的。）"
